Genus,Substantiv,IPA,Plural,Herkunft,Tags
das,Tor,toːɐ̯,Tore,de,
die,Endstation,ˈɛntʃtaˌt͡si̯oːn,Endstationen,Komposita.kein,
der,Schluss,ʃlʊs,Schlüsse,Ableitung.Konversion,
die,Reiseleiterin,ˈʁaɪ̯zəˌlaɪ̯təʁɪn,Reiseleiterinnen,Ableitung.-in,Person.weiblich
der,Reiseleiter,ˈʁaɪ̯zəˌlaɪ̯tɐ,Reiseleiter,Komposita.kein,Person.männlich
der,Leiter,ˈlaɪ̯tɐ,Leiter,Ableitung.-er,Person.männlich
das,Bundeskanzleramt,bʊndəsˈkant͡slɐˌʔamt,Bundeskanzlerämter,Komposita.kein,
die,Erwachsene,ɛɐ̯ˈvaksənə,Erwachsenen,*,Person.weiblich
die,Feier,ˈfaɪ̯ɐ,Feiern,Lehnwort.la,
die,Zusage,ˈt͡suːˌzaːɡə,Zusagen,Ableitung.Konversion,
die,Absage,ˈapˌz̥aːɡə,Absagen,Ableitung.Konversion,
die,Entschuldigung,ɛntˈʃʊldɪɡʊŋ,Entschuldigungen,Ableitung.-ung,
die,Monteurin,mɔnˈtøːʁɪn,Monteurinnen,Ableitung.-in,
die,Schuld,ʃʊlt,Schulden,de,
die,Veranstaltung,fɛɐ̯ˈʔanʃtaltʊŋ,Veranstaltungen,Ableitung.-ung,
der,Basler,ˈbaːzlɐ,Basler,Ableitung.-er,Person.männlich
das,Rheinschwimmen,ˈʁaɪ̯nˌʃvɪmən,-,Komposita.kein,
die,Sportveranstaltung,ˈʃpɔʁtfɛɐ̯ˌʔanʃtaltʊŋ,Sportveranstaltungen,Komposita.kein,
-,-,ˈʃuːlˌfeːʁiən,Schulferien,Komposita.kein,
-,-,ˈfeːʁiən,Ferien,Lehnwort.la,
der,Teilnehmer,ˈtaɪ̯lˌneːmɐ,Teilnehmer,Ableitung.-er,
die,Teilnehmerzahl,ˈtaɪ̯lneːmɐˌt͡saːl,Teilnehmerzahl,Komposita.kein,
das,Festspiel,ˈfɛstˌʃpiːl,Festspiele,Komposita.kein,
das,Markenzeichen,ˈmaʁkn̩ˌt͡saɪ̯çn̩,Markenzeichen,Komposita.-n-,
die,Marke,ˈmaʁkə,Marken,Lehnwort.fr.it,
der,Domplatz,ˈdoːmˌplat͡s,Domplätze,Komposita.kein,
der,Dom,doːm,Dome,*,
die,Vielfalt,ˈfiːlˌfalt,-,*,
die,Festspielwochen,*,Festspielwochen,Komposita.kein,
die,Messe,ˈmɛsə,Messen,de,
die,Landwirtschaft,ˈlantvɪʁtʃaft,Landwirtschaften,Komposita.kein,
die,Ernährung,ɛɐ̯ˈnɛːʁʊŋ,Ernährungen,Ableitung.-ung,
das,Grüne,ˈɡʁyːnə,-,*,
das,Messegalände,ˈmɛsəɡəˌlɛndə,Messegelände,Komposita.kein,
der,Hersteller,ˈheːɐ̯ˌʃtɛlɐ,Hersteller,Ableitung.-er,Person.männlich
der,Lebensmittelhersteller,*,Lebensmittelhersteller,Komposita.kein,Person.männlich
-,-,ˈkɔstn̩,Kosten,de.la,
das,Bioprodukt,ˈbiːopʁoˌdʊkt,Bioprodukte,Ableitung.bio-,
der,Rekord,ʁeˈkɔʁt,Rekorde,Lehnwort.en,
der,Vergleich,fɛɐ̯ˈɡlaɪ̯ç,Vergleiche,Ableitung.Konversion,
der,Tourismus,tuˈʁɪsmʊs,-,Lehnwort.fr,
die,Tourismuszahl,*,Tourismuszahlen,Komposita.kein,
die,Zeitgeschichte,ˈt͡saɪ̯tɡəˌʃɪçtə,Zeitgeschichten,Komposita.kein,
die,Kultur,kʊlˈtuːɐ̯,Kulturen,Lehnwort.la,
der,Reichstag,ˈʁaɪ̯çsˌtaːk,Reichstage,Komposita.-s-,
der,Pilot,piˈloːt,Piloten,Lehnwort.nl.fr.it.grc,
der,Streik,ʃtʁaɪ̯k,Streiks/Streike,Lehnwort.en,
der,Pilotenstreik,piˈloːtn̩ˌʃtʁaɪ̯k,Pilotenstreiks/Pilotenstreike,Komposita.-en-,
die,Lufthansa,ˈlʊftˌhanza,-,Komposita.kein:Eigenname,
die,Luft,lʊft,Lüfte,de,
die,Hanse,ˈhanzə,-,Eigenname,
die,Veränderung,fɛɐ̯ˈʔɛndəʁʊŋ,Veränderungen,Ableitung.-ung,
die,Strecke,ˈʃtʁɛkə,Strecken,*,
die,Kurzstrecke,*,Kurzstrecken,Komposita.kein,
das,Inland,ˈɪnˌlant,-,*,
der,Ministerpräsident,miˈnɪstɐpʁɛziˌdɛnt,Ministerpräsidenten,Komposita.kein,Person.männlich
der,Minister,miˈnɪstɐ,Minister,Lehnwort.fr,Person.männlich
der,Präsident,pʁɛziˈdɛnt,Präsidenten,Lehnwort.fr.la,Person.männlich
das,Kanzleramt,ˈkant͡slɐˌʔamt,Kanzlerämter,Komposita.kein,
der,Kanzler,ˈkant͡slɐ,Kanzler,Lehnwort.la,Person.männlich
das,Amt,amt,Ämter,de,
die,Zusammenarbeit,t͡suˈzamənˌʔaʁbaɪ̯t,-,Komposita.kein,
die,Museumskasse,*,Museumkassen,Komposita.-s-,
der,Schuft,ʃʊft,Schufte,de,Person.männlich
das,Aquarell,akvaˈʁɛl,Aquarelle,Lehnwort.it,
die,Zeichnung,ˈt͡saɪ̯çnʊŋ,Zeichnungen,Ableitung.-ung,
die,Sammlung,ˈzamlʊŋ,Sammlungen,Ableitung.-ung,
das,Kindermuseum,*,Kindermuseen,Komposita.-er-,
der,Theatersaal,teˈaːtɐˌzaːl,Theatersäle,Komposita.kein,
der,Skulpturenpark,*,Skulpturenparks/Skulpturenparke/Skulpturenpärke,Komposita.-en-,
die,Skulptur,ˌskʊlpˈtuːɐ̯,Skulpturen,Lehnwort.la,
der,Park,paʁk,Parks/Parke/Pärke,Lehnwort.fr.la,
der,Tiergarten,ˈtiːɐ̯ˌɡaʁtn̩,Tiergärten,Komposita.kein,
das,Schönbrunn,ʃøːnˈbʁʊn,-,Toponym,
die,UNESCO,uˈnɛsko,-,Abkürzung,
das,Welterbe,ˈvɛltˌʔɛʁbə,Welterbe/Welterben,Komposita.kein,
die,Besuchszeit,bəˈzuːxsˌt͡saɪ̯t,Besuchszeiten,Komposita.-s-,
der,Zoobesuch,*,Zoobesuche,Komposita.kein,
das,Überraschungsgeschenk,*,Überraschungsgeschenke,Komposita.-s-,
das,Wellnesswochenende,*,Wellnesswochenenden,Komposita.kein,
die,Handtasche,ˈhantˌtaʃə,Handtaschen,Komposita.kein,
der,Apotheker,apoˈteːkɐ,Apotheker,Lehnwort.la,Person.männlich
der,Friseur,fʁiˈzøːɐ̯,Friseure,Lehnwort.fr,Person.männlich
die,Zahnärztin,ˈt͡saːnˌʔɛːɐ̯t͡stɪn,Zahnärztinnen,Ableitung.-in,
der,Fotograf,fotoˈɡʁaːf,Fotografen,Ableitung.Konversion.Rückbildung,
der,Unfall,ˈʊnfal,Unfälle,de,
der,Fall,fal,Fälle,Ableitung.Konversion,
die,Dampflok,ˈdamp͡fˌlɔk,Dampfloks,Komposita.kein:Abkürzung,Verkehrsmittel
die,Dampflokomotive,ˈdamp͡flokomoˌtiːvə,Dampflokomotiven,Komposita.kein,Verkehrsmittel
der,Dampf,damp͡f,Dämpfe,Ableitung.Konversion,
die,Lokomotive,lokomoˈtiːvə,Lokomotiven,Lehnwort.en.la,Verkehrsmittel
die,Lok,lɔk,Loks,Kurzform,Verkehrsmittel
die,Abendkasse,ˈaːbn̩tˌkasə,Abendkassen,*,
das,Tagesgericht,ˈtaːɡəsɡəˌʁɪçt,Tagesgerichte,Komposita.-es-,
das,Omelett,ɔmˈlɛt,Omelette/Omeletts,Lehnwort.la,
der,Pilz,pɪlt͡s,Pilze,*,
die,Katze,ˈkat͡sə,Katzen,*,Zoologie
der,Hund,hʊnt,Hunde,de,Zoologie
das,Sydney,ˈsɪdnɪ,-,Toponym,
der,Reparaturarbeit,*,Reparaturarbeiten,Komposita.kein,
das,Schlesisch/Schlesische,ˈʃleːzɪʃ,-,*,
das,Zugrestaurant,ˈʦuːkʀɛstoˌʀãː,Zugrestaurants,Komposita.kein,
das,Erfrischungsgetränk,ɛɐ̯ˈfʁɪʃʊŋsɡəˌtʁɛŋk,Erfrischungsgetränke,Komposita.-s-,
die,Erfrischung,ɛɐ̯ˈfʁɪʃʊŋ,Erfrischungen,Ableitung.-ung,
das,Sonderangebot,ˈzɔndɐʔanɡəˌboːt,Sonderangebote,Komposita.kein,
die,Schuhabteilung,*,Schuhabteilungen,Komposita.kein,
das,Stadtmuseum,*,Stadtmuseen,Komposita.kein,
der,Alltagsgegenstand,ˈaltaːksˌɡeːɡn̩ʃtant,Alltagsgegenstände,Komposita.-s-,
der,Gegenstand,ˈɡeːɡn̩ʃtant,Gegenstände,de,
die,Gemäldesammlung,ɡəˈmɛːldəˌzamlʊŋ,Gemäldesammlungen,Komposita.kein,
die,Computerreparatur,*,Computerreparaturen,Komposita.kein,
die,Praxis,ˈpʁaksɪs,Praxen/Praktiken,Lehnwort.la.grc,
die,Zahnarztpraxis,ˈt͡saːnʔaːɐ̯t͡stˌpʁaksɪs,Zahnarztpraxen,Komposita.kein,
die,Probe,ˈpʁoːbə,Proben,Lehnwort.la,
die,Probestunde,*,Probestunden,Komposita.kein,
[der]/das,Smalltalk,ˈsmɔːltɔːk,Smalltalks,Lehnwort.en,
die,Fremdsprache,ˈfʁɛmtˌʃpʁaːxə,Fremdsprachen,Komposita.kein,
der,Schüler,ˈʃyːlɐ,Schüler,Ableitung.-er,Person.männlich
die,Software,ˈsɔftˌvɛːɐ̯,Softwares,Lehnwort.en,
das,Programme,pʁoˈɡʁam,Programme,Lehnwort.fr.la,
das,Softwareprogramm,ˈsɔftvɛːɐ̯pʀoˌgʀam,Softwareprogramme,Komposita.kein,
der,Verwaltungsmitarbeiter,*,Verwaltungsmitarbeiter,Komposita.kein,
die,Kneipe,ˈknaɪ̯pə,Kneipen,de,
die,Mahlzeit,ˈmaːlˌt͡saɪ̯t,Mahlzeiten,Komposita.kein,
das,Mahl,maːl,Mahle,de,Gastronomie
die,Semesterarbeit,*,Semesterarbeiten,Komposita.kein,
der,Schriftsteller,ˈʃʁɪftˌʃtɛlɐ,Schriftsteller,Komposita.kein,Person.männlich
das,Mittelhochdeutsch,ˈmɪtl̩ˌhoːxdɔɪ̯t͡ʃ,Mittelhochdeutsche,Komposita.kein,Sprache.Deutsch
das,Kaffeegeschirr,*,Kaffeegeschirpsyçoˈloːɡəre,Komposita.kein,
das,Patientengespräch,*,Patientengespräche,Komposita.-en-,
das,Untersuchungsergebnis,ʊntɐˈzuːxʊŋsʔɛɐ̯ˌɡeːpnɪs,Untersuchungsergebnisse,Komposita.-s-,
die,Untersuchung,ʊntɐˈzuːxʊŋ,Untersuchungen,Ableitung.-ung,
die,Lehnrveranstaltung,ˈleːɐ̯fɛɐ̯ˌʔanʃtaltʊŋ,Lehrveranstaltungen,Komposita.kein,
die,Veranstaltung,fɛɐ̯ˈʔanʃtaltʊŋ,Veranstaltungen,Ableitung.-ung,
die,Anstalt,ˈanˌʃtalt,Anstalten,de,
die,Vergangenheit,ˌfɛɐ̯ˈɡaŋənhaɪ̯t,Vergangenheiten,Ableitung.Konversion,
die,Vorgabe,ˈfoːɐ̯ˌɡaːbə,Vorgaben,*,
der,Louvre,ˈluːvʁə,-,Eigenname,
die,Übernachtung,ˌyːbɐˈnaxtʊŋ,Übernachtungen,Ableitung.-ung,
das,Schöne,ˈʃøːnə,-,Deklination,
die,Umfrage,ˈʊmˌfʁaːɡə,Umfragen,de,
der,Titel,ˈtiːtl̩,Titel,de,
das,Thema,ˈteːma,Themen/Themata,Lehnwort.la,
der,Mittwochnachmittag,ˈmɪtvɔxˌnaːxmɪtaːk,Mittwochnachmittage,Komposita.kein,Zeit
das,Fachgebiet,ˈfaxɡəˌbiːt,Fachgebiete,Komposita.kein,
das,Gebiet,ɡəˈbiːt,Gebiete,Ableitung.Konversion,
der,Psychologe,psyçoˈloːɡə,Psychologen,Komposita,Person.männlich
die,Psychologin,psyçoˈloːɡɪn,Psychologinnen,Ableitung.-in,Person.weiblich
der,Autohändler,ˈaʊ̯toˌhɛndlɐ,Autohändler,Komposita.kein,
der,Händler,ˈhɛndlɐ,Händler,Ableitung.Konversion,
die,Händlerin,ˈhɛndləʁɪn,Händlerinnen,Ableitung.-in,
die,Autohändlerin,ˈaʊ̯toˌhɛndləʁɪn,Autohändlerinnen,Ableitung.-in,
die,Baustelle,ˈbaʊ̯ˌʃtɛlə,Baustellen,Komposita.kein,
das,Autohaus,ˈaʊ̯toˌhaʊ̯s,Autohäuser,Komposita.kein,
das,Bauprojekt,ˈbaʊ̯pʁoˌjɛkt,Bauprojekte,Komposita.kein,
die,Prosodie,ˌpʁozoˈdiː,Prosodien,Lehnwort.la,Linguistik
der,Vokal,voˈkaːl,Vokale,Lehnwort.la,Linguistik
der,Konsonant,ˌkɔnzoˈnant,Konsonanten,Lehnwort.la,Linguistik
das,Ausflugsziel,ˈaʊ̯sfluːksˌt͡siːl,Ausflugsziele,Komposita.-s-,
der,Ausflug,ˈaʊ̯sˌfluːk,Ausflüge,de,
das,Bayern,ˈbaɪ̯ɐn,-,Toponym,
das,Schloss Neuschwanstein,*,-,Eigenname,
das,Märchen,ˈmɛːɐ̯çən,Märchen,de,
das,Märchenschloss,*,Märchenschlösser,Komposita.kein,
das,Mittelalter,ˈmɪtl̩ˌʔaltɐ,-,Komposita.kein,
der,Alte,ˈaltɐ,Alten,Ableitung.Konversioni,Deklination
die,Mark,maʁk,Mark/Marken,de,
die,Reichsmark,ˈʁaɪ̯çsˌmaʁk,-,de,
die,Deutsche Mark,ˈdɔɪ̯t͡ʃə ˈmaʁk,-,Wortverbindung,Deklination
der,Tod,toːt,Tode,de,
-,-,ˈʃʊldn̩,Schulden,de,
das,Hauptwerk,ˈhaʊ̯ptˌvɛʁk,Hauptwerke,Ableitung.haupt-,
der,Historizismus,hɪstoʁiˈt͡sɪsmʊs,Historizismen,*,
die,Festung,ˈfɛstʊŋ,Festungen,*,
die,Festung Hohensalzburg,*,-,Eigenname,
die,Altstadt,ˈaltˌʃtat,Altstädte,Komposita.kein,
die,Praline,pʁaˈliːnə,Pralinen,Lehnwort.fr,
die,Süßigkeit,ˈzyːsɪçˌkaɪ̯t,Süßigkeiten,Ableitung.-igkeit,
die,Zugspitze,ˈt͡suːkˌʃpɪt͡sə,Zugspitzen,Komposita.kein:Toponym,
die,Spitze,ˈʃpɪt͡sə,Spitzen,de,
die,Grenze,ˈɡʁɛnt͡sə,Grenzen,de,
die,Seilbahn,ˈzaɪ̯lˌbaːn,Seilbahnen,Komposita.kein,
das,Seil,zaɪ̯l,Saile,de,
der,Gipfel,ˈɡɪp͡fl̩,Gipfel,de,
der,Gebirgszug,ɡəˈbɪʁksˌt͡suːk,Gebirgszüge,Komposita.-s-,
das,Gebirge,ɡəˈbɪʁɡə,Gebirge,de,Geografie
das,Tal,taːl,Tälder,de,Geografie
die,Meteorologie,meteoʁoloˈɡiː,-,Lehnwort.grc,Wissenschaft.Naturwissenschaft
die,Sendeanlage,ˈzɛndəˌʔanlaːgə,Sendeanlagen,Komposita.-e-,
die,Anlage,ˈanˌlaːɡə,Anlagen,Ableitung.-e,
der,Rundfunk,ˈʁʊntˌfʊŋk,-,Komposita.kein,
der,Funk,fʊŋk,-,Ableitung.Konversion,
die,Runde,ˈʁʊndə,Runden,de,
die,Jahrestemperatur,*,Jahrestemperaturen,Komposita.-es-,
die,Temperatur,tɛmpəʁaˈtuːɐ̯,Temperaturen,Lehnwort.la,
der,Wanderer,ˈvandəʁɐ,Wanderer,de,Person.männlich
die,Berghütte,ˈbɛʁkˌhʏtə,Berghütten,Komposita.kein,
die,Hütte,ˈhʏtə,Hütten,de,
die,Entscheidung,ɛntˈʃaɪ̯dʊŋ,Entscheidungen,Ableitung.-ung,
der,Eindruck,ˈaɪ̯nˌdʁʊk,Eindrücke,Lehnwort.Übersetzung.la,
der,Vorzug,ˈfoːɐ̯ˌt͡suːk,Vorzüge,Ableitung.implizite,
