Genus,Substantiv,IPA,Plural,Herkunft,Tags
das,Studium,ˈʃtuːdi̯ʊm,Studien,Lehnwort.la,Bildung
der,Gang,ɡaŋ,Gänge,Ableitung.Konversion,
der,Studiengang,ˈʃtuːdi̯ənˌɡaŋ,Studiengänge,Komposita.-en-,Bildung
der,Abschluss,ˈapˌʃlʊs,Abschlüsse,*,Bildung
das,Ausland,ˈaʊ̯slant,-,de,
die,Mensa,ˈmɛnza,Mensen/Mensas,Kurzform:Lehnwort.la,
der,Lesesaal,ˈleːzəˌzaːl,Leses[ä]le,Komposita.-e-,
der,Saal,zaːl,S[ä]le,de,
der,Hörsaal,ˈhøːɐ̯ˌzaːl,Hörs[ä]le,Komposita.kein,
der,Saminarraum,zemiˈnaːɐ̯ˌʁaʊ̯m,Saminarr[äu]me,Komposita.kein,
das,Sekretariat,zekʁetaˈʁi̯aːt,Sekretariate,Lehnwort.la,
der,Sekretär,zekʁeˈtɛːɐ̯,Sekretäre,Lehnwort.la:Lehnwort.fr,Person.männlich:Möbel
die,Sekretärin,zekʁeˈtɛːʁɪn,Sekretärinnen,Ableitung.-in,Person.weiblich
die,Cafeteria,kafeteˈʁiːa,Cafeterien/Cafeterias,Lehnwort.en.es,
die,Sprachenschule,ˈʃpʁaːxn̩ˌʃuːlə,Sprachenschulen,Komposita.-n-,Bildung
die,Anmeldung,ˈanˌmɛldʊŋ,Anmeldungen,Ableitung.-ung,
der,Hinweis,ˈhɪnˌvaɪ̯s,Hinweise,Ableitung.Konversion,
die,Ruhe,ˈʁuːə,-,de,
die,Verwaltung,fɛɐ̯ˈvaltʊŋ,Verwaltungen,Ableitung.-ung,
der,Spaß,ʃpaːs,Sp[ä]ße,Lehnwort.it,
der,Professor,pʁoˈfɛsoːɐ̯,Professoren,Lehnwort.la,Person.männlich
die,Professorin,pʁofɛˈsoːʁɪn,Professorinnen,Ableitung.-in,Person.weiblich
die,Zimmersuche,ˈt͡sɪmɐˌzuːxə,Zimmersuchen,Komposita.kein,
die,Suche,ˈzuːxə,Suchen,Ableitung.-e,
der,Wahnsinn,ˈvaːnzɪn,-,de,
das,Studienfach,ˈʃtuːdi̯ənˌfax,Studienfächer,Komposita.-en-,
das,Fach,fax,Fächer,de,
der,Anfang,ˈanˌfaŋ,Anfänge,Ableitung.Konversion,
die,Note,ˈnoːtə,Noten,Lehnwort.la,
die,Studiengebühr,ˈʃtuːdi̯ənɡəˌbyːɐ̯,Studiengebühren,Komposita.-en-,Bildung
die,Gebühr,ɡəˈbyːɐ̯,Gebühren,Ableitung.Konversion,
der,Dozent,doˈt͡sɛnt,Dozenten,Ableitung.-ent,Bildung
das,Gerät,ɡəˈʁɛːt,Geräte,de,Gegenstand
das,Fernsehen,ˈfɛʁnˌzeːən,-,de,Gegenstand
die,Ausbildung,ˈaʊ̯sˌbɪldʊŋ,Ausbildungen,Ableitung.-ung,
der,Lehrling,ˈleːɐ̯lɪŋ,Lehrlinge,Ableitung.-ling,
das,Lehrjahr,ˈleːɐ̯ˌjaːɐ̯,Lehrjahre,Komposita.kein,
die,Form,fɔʁm,Formen,de.la,
die,Freitagabend,ˌfʁaɪ̯taːkˈʔaːbn̩t,Freitagabende,Komposita.kein,Zeit
das,Verkehrsmittel,fɛɐ̯ˈkeːɐ̯sˌmɪtl̩,Verkehrsmittel,Komposita.kein,
der,Verkehr,fɛɐ̯ˈkeːɐ̯,Verkehre,Ableitung.Konversion,
das,Mittel,ˈmɪtl̩,Mittel,de,
der,Stau,ʃtaʊ̯,Staus/Staue,Ableitung.Konversion,
die,Urlaubsreise,ˈuːɐ̯laʊ̯psˌʁaɪ̯zə,Urlaubsreisen,Komposita.-s-,
der,Weg,veːk,Wege,de,
die,Großstadt,ˈɡʁoːsˌʃtat,Großstädte,Komposita.kein,
die,Straßenbahn,ˈʃtʁaːsn̩ˌbaːn,Straßenbahnen,Komposita.-n-,
die/[das],Tram,tʁam,Trams,Lehnwort.en,
das,Flugzeug,ˈfluːkˌt͡sɔɪ̯k,Flugzeuge,Komposita.kein,Verkehrsmittel
der,Bus,bʊs,Busse,Lehnwort.en,Verkehrsmittel
der,Zug,t͡suːk,Züge,de,Verkehrsmittel
die,S-Bahn,ˈɛsˌbaːn,S-Bahnen,Kurzform,Verkehrsmittel
der,Fahrgast,ˈfaːɐ̯ˌɡast,Fahrgäste,Komposita.kein,
der,Intercityzug,ɪntɐˈsɪtiˌt͡suːk,Intercityzüge,Komposita.kein,Verkehrsmittel
der,Intercity,ɪntɐˈsɪti,Intercitys,Kurzform,Verkehrsmittel
der,Eurocityzug,IPAhere,Eurocityzüge,Komposita.kein,Verkehrsmittel
der,Eurocity,IPAhere,Eurocitys,Kurzform,Verkehrsmittel
das,Fahrrad,ˈfaːɐ̯ˌʁaːt,Fahrräder,Komposita.kein,Verkehrsmittel
das,Fahrradfahren,ˈfaːɐ̯ʁaːtˌfaːʁən,-,Komposita.kein,
das,Motorrad,ˈmoːtoːɐ̯ˌʁaːt,Motorräder,Komposita.kein,Verkehrsmittel
das,Rad,ʁaːt,Räder,de,Verkehrsmittel
das,Boot,boːt,Boote/Böte,de,Verkehrsmittel
das,Schiff,ʃɪf,Schiffe,de,Verkehrsmittel
die,Fähre,ˈfɛːʁə,Fähren,de,Verkehrsmittel
der/[das],Taxi,ˈtaksi,Taxis/Taxen,Lehnwort.en.fr.la,Verkehrsmittel
die,Schnellbahn,IPAhere,Schnellbahnen,Komposita.kein,Verkehrsmittel
die,U-Bahn,ˈuːˌbaːn,U-Bahnen,Kurzform,Verkehrsmittel
die,Untergrundbahn,ˈʊntɐɡʁʊntˌbaːn,Untergrundbahnen,Komposita.kein,Verkehrsmittel
der,Untergrund,ˈʊntɐˌɡʁʊnt,Untergründe,Komposita.kein,
der,Grund,ɡʁʊnt,Gründe,de,
die,Metro,ˈmeːtʁo,Metros,Lehnwort.fr:Kurzform,Verkehrsmittel
die,Straßenbahn,ˈʃtʁaːsn̩ˌbaːn,Straßenbahnen,Komposita.-n-,Verkehrsmittel
das,Bahnticket,IPAhere,Bahntickets,Komposita.kein,
der,Fahrkartenautomat,ˈfaːɐ̯kaʁtn̩ʔaʊ̯toˌmaːt,Fahrkartenautomaten,Komposita.-n-,
der,Schalter,ˈʃaltɐ,Schalter,Ableitung.-er:de,
der,Informationsschalter,IPAhere,Informationsschalter,Komposita.-s-,
der,Check-in-Schalter,ˈt͡ʃɛkʔɪnˌʃaltɐ,Check-In-Schalter,Komposita.-,
der,Flugsteig,ˈfluːkˌʃtaɪ̯k,Flugsteige,Komposita.kein,
der,Steig,ʃtaɪ̯k,Steige,Ableitung.Konversion,
das,Gate,ʃtaɪ̯k,Gates,Lehnwort.en,
das,Gleis,ɡlaɪ̯s,Gleise,de,
die,Schiene,ˈʃiːnə,Schienen,de,
das,Flugticket,ˈfluːkˌtɪkət,Flugtickets,Komposita.kein,
das,Ticket,ˈtɪkət,Tickets,Lehnwort.en,
der,Fahrplan,ˈfaːɐ̯ˌplaːn,Fahrpläne,Komposita.kein,
der,Plan,plaːn,Pläne,Lehnwort.fr,
die,Ampel,ˈampl̩,Ampeln,Lehnwort.la,
das,Haltesignal,IPAhere,Haltesignale,Komposita.-e-,
der,Halt,halt,Halte/Halts,Ableitung.Konversion,
der,Sitzplatz,ˈzɪt͡sˌplat͡s,Sitzplätze,Komposita.kein,
der,Flugplan,IPAhere,Flugpläne,Komposita.kein,
die,Tankstelle,ˈtaŋkˌʃtɛlə,Tankstellen,Komposita.kein,
das,Fahrzeug,ˈfaːɐ̯ˌt͡sɔɪ̯k,Fahrzeuge,Komposita.kein,
das,Zeug,t͡sɔɪ̯k,Zeuge,de,
der,Thank,taŋk,Tanks/Tanke,Lehnwort.en,
die,Stelle,ˈʃtɛlə,Stellen,Ableitung.Konversion,
die,Autobahn,ˈaʊ̯toˌbaːn,Autobahnen,Komposita.kein,
die,Passkontrolle,ˈpaskɔnˌtʁɔlə,Passkontrollen,Komposita.kein,
der,Pass,pas,Pässe,Lehnwort.fr:Lehnwort.en,
die,Kontrolle,kɔnˈtʁɔlə,Kontrollen,Lehnwort.fr,
der,Autofahrer,ˈaʊ̯toˌfaːʁɐ,Autofahrer,Komposita.kein,Person.männlich
der,Fahrer,ˈaʊ̯toˌfaːʁɐ,Fahrer,Ableitung.-er,Person.männlich
das,Verkehrsschild,fɛɐ̯ˈkeːɐ̯sˌʃɪlt,Verkehrsschilder,Ableitung.-s-,
der,Schild,ʃɪlt,Schilde,de,
der,Großraum,ˈɡʁoːsˌʁaʊ̯m,Großräume,Komposita.kein,
der,Großraumwagen,ˈɡʁoːsʁaʊ̯mˌvaːɡn̩,Großraumwagen/Großraumwägen,Komposita.kein,
der,Wagen,ˈvaːɡn̩,Wagen/Wägen,de,
der,Abflug,ˈapˌfluːk,Abflüge,Ableitung.Konversion,
die,Abfahrt,ˈapˌfaːɐ̯t,Abfahrten,Ableitung.Konversion,
die,Ankunft,ˈankʊnft,Ankünfte,Ableitung.an-,
die,Ankunftshalle,ˈankʊnft͡sˌhalə,Ankunftshallen,Komposita.-s-,
die,Halle,ˈhalə,Hallen,de,
das,Sicherheitspersonal,ˈzɪçɐhaɪ̯t͡spɛʁzoˌnaːl,-,Komposita.-s-,Person
das,Personal,pɛʁzoˈnaːl,-,Lehnwort.la,Person
die,Sicherheit,ˈzɪçɐhaɪ̯t,Sicherheiten,Ableitung.-heit,
der,Automat,aʊ̯toˈmaːt,Automaten,Lehnwort.la,
das,Benzin,bɛnˈt͡siːn,Benzine,de,Wissenschaft.Chemie
die,Verspätung,fɛɐ̯ˈʃpɛːtʊŋ,Verspätungen,Ableitung.-ung,
das,Semesterticket,zeˈmɛstɐˌtɪkət,Semestertickets,Komposita.kein,
das,Semester,zeˈmɛstɐ,Semester,Lehnwort.la,
die,Hinfahrt,ˈhɪnˌfaːɐ̯t,Hinfahrten,Komposita.kein,
die,Rückfahrt,ˈʁʏkˌfaːɐ̯t,Rückfahrten,Ableitung.rück-,
die,Durchsage,ˈdʊʁçˌzaːɡə,Durchsagen,Komposita.kein,
die,Sage,ˈzaːɡə,Sagen,de,
der,Hauptbahnhof,ˈhaʊ̯ptbaːnˌhoːf,Hauptbahnhöfe,Ableitung.haupt-,
der,Anschluss,ˈanʃlʊs,Anschlüsse,Ableitung.Konversion,
die,Möglichkeit,ˈmøːklɪçkaɪ̯t,Möglichkeiten,Ableitung.-keit,
die,Anschlussmöglichkeit,IPAhere,Anschlussmöglichkeiten,Komposita.kein,
die,Weiterfahrt,ˈvaɪ̯tɐˌfaːɐ̯t,Weiterfahrten,Ableitung.-t:Komposita.kein,
die,Abfahrtszeit,ˈapfaːɐ̯t͡sˌt͡saɪ̯t,Abfahrtszeiten,Komposita.-s-,
der,Motorschaden,ˈmoːtoːɐ̯ˌʃaːdn̩,Moterschäden,Komposita.kein,
der,Schaden,ˈʃaːdn̩,Schäden,de,
die,Straßenbahnlinie,ˈʃtʁaːsn̩baːnˌliːni̯ə,Straßenbahnlinien,Komposita.kein,
die,Linie,ˈliːni̯ə,Linien,Lehnwort.la,
die,Richtung,ˈʁɪçtʊŋ,Richtungen,Ableitung.-ung,
die,Holzkirche,ˈhɔlt͡sˌkɪʁçə,Holzkirchen,Komposita.kein:Toponym,
das,Holz,hɔlt͡s,Hölzer,de,
die,Kirche,ˈkɪʁçə,Kirchen,de,
die,Fahrbahn,ˈfaːɐ̯ˌbaːn,Fahrbahnen,Komposita.kein,
der,ICE,iːtseːˈʔeː,ICE/ICEs,Abküzung,
der,Intercity-Express,ɪntɐˌsɪtiʔɛksˈpʁɛs,Intercity-Expresse,Komposita.-,
der,Express,ɛksˈpʁɛs,Expresse,Abkürzung,
der,Expresszug,ɛksˈpʁɛsˌt͡suːk,Expresszüge,*,
die,Jahreszeit,ˈjaːʁəsˌt͡saɪ̯t,Jahreszeiten,Komposita.-es-,
der,Winter,ˈvɪntɐ,Winter,de,Zeit.Jahreszeiten
der,Frühling,ˈfʁyːlɪŋ,Frühlinge,Ableitung.-ling,Zeit.Jahreszeiten
der,Sommer,kˈzɔmɐ,Sommer,de,Zeit.Jahreszeiten
der,Herbst,hɛʁpst,Herbste,de,Zeit.Jahreszeiten
der,Januar,ˈjanuaːɐ̯,Januare,Lehnwort.la,Zeit.Monate
der,Februar,ˈfeːbʁuaːɐ̯,Februare,Lehnwort.la,Zeit.Monate
der,März,mɛʁt͡s,Märze,Lehnwort.la,Zeit.Monate
der,April,aˈpʁɪl,Aprile,Lehnwort.la,Zeit.Monate
der,Mai,maɪ̯,Maie,Lehnwort.la,Zeit.Monate
der,Juni,ˈjuːni,Junis,Lehnwort.la,Zeit.Monate
der,Juli,ˈjuːli,Julis,Lehnwort.la,Zeit.Monate
der,August,aʊ̯ˈɡʊst,Auguste,Lehnwort.la,Zeit.Monate
der,September,zɛpˈtɛmbɐ,September,Lehnwort.la,Zeit.Monate
der,Oktober,ɔkˈtoːbɐ,Oktober,Lehnwort.la,Zeit.Monate
der,November,noˈvɛmbɐ,November,Lehnwort.la,Zeit.Monate
der,Dezember,deˈt͡sɛmbɐ,Dezember,Lehnwort.la,Zeit.Monate
das,Wetter,ˈvɛtɐ,Wetter,de,
die,Kälte,ˈkɛltə,-,Ableitung.Konversion,Wetter
die,Wärme,ˈvɛʁmə,-,Ableitung.Konversion,Wetter
die,Hitze,ˈhɪt͡sə,Hitzen,de,Wetter
die,Sonne,ˈzɔnə,Sonnen,de,Wetter
der,Wind,vɪnt,Winde,de,Wetter
der,Nebel,ˈneːbl̩,Nebel,de,Wetter
der,Schnee,ʃneː,-,de,Wetter
der,Ski,ʃiː,Ski/Skier,Lehnwort.no,
das,Skifahren,ˈʃiːˌfaːʁən,-,Kompsita.kein,
die,Wellness,ˈvɛlnɛs,-,Lehnwort.en,
die,Wellnesshotel,IPAhere,Wellnesshotels,Komposita.kein,
die,Freizeit,ˈfʁaɪ̯ˌt͡saɪ̯t,Freizeiten,Komposita.kein,
das,Freizeitangebot,ˈfʀaɪ̯ʦaɪ̯tˌangəboːt,Freizeitangebote,Komposita.kein,
das,Schwimmbad,ˈʃvɪmbaːt,Schwimmbäder,Komposita.kein,
das,Bad,baːt,Bäder,Ableitung.Konversion,
die,Massage,maˈsaːʒə,Massagen,Lehnwort.fr,
*,Achenkirch,*,*,Toponym,
die,Insel,ˈɪnzl̩,Inseln,Lehnwort.la,
das,Meer,meːɐ̯,Meere,de,
die,Richtungsabgabe,*,Richtungsangaben,Komposita.-s-,
-,-,kaˈnaːʁən,Kanaren,Toponym,
das,Zypern,ˈt͡syːpɐn,-,Toponym,
das,Kroatien,kʁoˈaːt͡si̯ən,-,Toponym,Land
das,Brasilien,bʁaˈziːli̯ən,-,Toponym,Land
der,Sonnnenschein,ˈzɔnənˌʃaɪ̯n,-,Komposita.-n-,Wetter
der,Schein,ʃaɪ̯n,Scheine,de,
das,Mal,maːl,Male,de,
der,Blick,blɪk,Blicke,de,
der,Bergblick,*,Bergblicke,Komposita.kein,
die,Pizza,ˈpɪt͡sa,Pizzas/Pizzen,Lehnwort.it,
das,Besonderes,bəˈzɔndəʁəs,-,Deklination,
das,Zetmatt,t͡sɛʁˈmat,-,Toponym,
der,Schnellzug,ˈʃnɛlˌt͡suːk,Schnellzüge,Komposita.kein,
die,Welt,vɛlt,Welten,de.la,
die,Schönheit,ˈʃøːnhaɪ̯t,Schönheiten,Ableitung.-heit,
-,-,ˈalpn̩,Alpen,Toponym,
die,Brücke,ˈbʁʏkə,Brücken,de,
die,Höhe,ˈhøːə,Höhen,de,
das,Elektrofahrzeug,eˈlɛktʁoˌfaːɐ̯t͡sɔɪ̯k,Elektrofahrzeuge,Ableitung.elektro-,Verkehrsmittel
das,Pferd,p͡feːɐ̯t,Pferde,de.la,Zoologie
das,Pferdetaxi,*,*,Komposita.-e-,Verkehrsmittel
die,Karriere,kaˈʁi̯eːʁə,Karrieren,Lehnwort.fr,
das,Autofahren,ˈaʊ̯toˌfaːʁən,-,Komposita.kein,
das,Zugfahren,ˈt͡suːkˌfaːʁən,-,Komposita.kein,
die,Masterarbeit,ˈmaːstɐˌʔaʁbaɪ̯t,Masterarbeiten,Komposita.kein,
der,Reisepass,ˈʁaɪ̯zəˌpas,Reisepässe,Komposita.kein,
der,Führerschein,ˈfyːʁɐˌʃaɪ̯n,Führerscheine,Komposita.kein,
das,Kopfkissen,ˈkɔp͡fˌkɪsn̩,Kopfkissen,Komposita.kein,
der,Kopf,kɔp͡f,Köpfe,Lehnwort.la,Anatomie
das,Kissen,ˈkɪsn̩,Kissen,de.fr,Gegenstand
die,Sonnenbrille,ˈzɔnənˌbʁɪlə,Sonnenbrillen,Komposita.-n-,Gegenstand
die,Sonnencreme,ˈzɔnənˌkʁɛːm,Sonnencremes,Komposita.-n-,Gegenstand
die,Creme,kʁeːm,Cremes/Cremen,Lehnwort.fr,
das,Ohropax,*,Ohropax,Ableitung,
das,Ohr,oːɐ̯,Ohren,de,Anatomie
der,Terminkalender,tɛʁˈmiːnkaˌlɛndɐ,Terminkalender,Komposita.kein,
der,Termin,tɛʁˈmiːn,Termine,Lehnwort.la,
das,Smartphone,ˈsmaʁtfoːn,Smartphones,Lehnwort.en,
das,Tablet,ˈtɛblət,Tablets,*,
der,Fotoapparat,ˈfoːtoʔapaˌʁaːt,Fotoapparate,Komposita.kein,
der,Apparat,apaˈʁaːt,Apparate,Lehnwort.la,
der,Koffer,ˈkɔfɐ,Koffer,Lehnwort.fr,
der,Rucksack,ˈʁʊkˌzak,Rucksäcke,Komposita.kein,
der,Sack,zak,Säcke,de,
der,Ruck,ʁʊk,Rucke,de,
der/[das],Bikini,biˈkiːni,Bikinis,Lehnwort.fr,Kleidung
die,Badehose,ˈbaːdəˌhoːzə,Badehosen,Komposita.-e-,Kleidung
die,Hose,ˈhoːzə,Hosen,de,Kleidung
die,Sportschuh,ˈʃpɔʁtˌʃuː,Sportschuhe,Komposita.kein,Kleidung
die,Kleidung,ˈklaɪ̯dʊŋ,Kleidungen,Ableitung.-ung,
die,Sportkleidung,ˈʃpɔrtklaɪ̯dʊŋ,Sportkleidungen,Komposita.kein,
die,Regenjacke,ˈʁeːɡn̩ˌjakə,Regenjacken,Komposita.kein,Kleidung
die,Jacke,ˈjakə,Jacken,Lehnwort.fr,Kleidung
die,Mütze,ˈmʏt͡sə,Mützen,Lehnwort.la,Kleidung
der,Schal,ʃaːl,Schals/Schale,Lehnwort.fr:Lehnwort.en,Kleidung
der,Kriminalroman,kʁimiˈnaːlʁoˌmaːn,Kriminalromane,Ableitung.kriminal-,
der,Anzug,ˈanˌt͡suːk,Anzüge,Ableitung.Konversion,Kleidung
die,Jean,d͡ʒiːn,Jeans,*,Kleidung
das,T-Shirt,ˈtiːˌʃœːɐ̯t,T-Shirts,Lehnwort.en,Kleidung
das,Hemd,hɛmt,Hemdem,de,Kleidung
die,Bluse,ˈbluːzə,Blusen,Lehnwort.fr,Kleidung
der,Rock,ʁɔk,Röcke,de,Kleidung
das,Kleid,klaɪ̯t,Kleider,de,Kleidung
der,Pullover,pʊˈloːvɐ,Pullover,Lehnwort.en,Kleidung
das,Jackett,ʒaˈkɛt,Jacketts/Jackette,Lehnwort.fr,Kleidung
der,Mantel,ˈmantl̩,Mäntel,Lehnwort.la,Kleidung
der,Hut,huːt,Hüte,de,Kleidung
der,Socken,ˈzɔkn̩,Socken,de,Kleidung
die,Unterwäsche,ˈʊntɐˌvɛʃə,Unterwäschen,Komposita.kein,Kleidung
die,Wäsche,ˈvɛʃə,Wäschen,de,
das,Kleidungsstück,ˈklaɪ̯dʊŋsˌʃtʏk,Kleidungsstücke,Komposita.-s-,
der,Fan,fæn,Fans,Lehnwort.en,
der,Experte,ɛksˈpɛʁtə,Experten,Lehnwort.fr.la,
der,Modeexperte,*,Modeexperten,Komposita.kein,
die,Meinung,ˈmaɪ̯nʊŋ,Meinungen,Ableitung.-ung,
der,Star,staːɐ̯,Stars,Lehnwort.en,Person
der,Hauptdarsteller,ˈhaʊ̯ptdaːɐ̯ˌʃtɛlɐ,Hauptdarsteller,Ableitung.haupt-,Person.männlich
der,Darsteller,ˈdaːɐ̯ʃtɛlɐ,Darsteller,Ableitung.Konversion,Person.männlich
der,Teenie,ˈtiːni,Teenies,Lehnwort.en,Person
die,Filmpartnerin,*,Filmpartnerinnen,Komposita.kein,Person.weiblich
der,Partnerin,ˈpaʁtnəʁɪn,Partnerin,Ableitung.-in,Person.weiblich
der,Komponist,ˌkɔmpoˈnɪst,Komponisten,Ableitung.-ist,Person.männlich
der,Filmkomponist,ˈfɪlmkɔmpoˌnɪst,Filmkomponisten,Komposita.kein,Person.männlich
die,Premiere,pʁəˈmi̯eːʁə,Premieren,Lehnwort.fr,
die,Fantasie,fantaˈziː,Fantasien,Lehnwort.la.grc,
die,Kombination,kɔmbinaˈt͡si̯oːn,Kombinationen,Lehnwort.la,
der,Einkaufsplan,*,Einkaufspläne,Komposita.-s-,
der,Einkauf,ˈaɪ̯nˌkaʊ̯f,Einkäufe,Ableitung.Konversion,
das,Elfmeterschießen,ɛlfˈmeːtɐˌʃiːsn̩,Elfmeterschießen,Komposita.kein,
das,Schießen,ˈʃiːsn̩,Schießen,*,
der,Elfmeter,ɛlfˈmeːtɐ,Elfmeter,Komposita.kein,
[der]/das,Meter,ˈmeːtɐ,Meter,Lehnwort.fr.grc,Maßeinheit.Länge
[der]das,Kompromiss,kɔmpʁoˈmɪs,Kompromisse,Lehnwort.la,
das,Schwarz,ʃvaʁt͡s,-,Ableitung.Konversion,Farbe
die,Größe,ˈɡʁøːsə,Größen,*:Kurzform,
die,Konfektionsgröße,kɔnfɛkˈt͡si̯oːnsˌɡʁøːsə,Konfektionsgrößen,Komposita.-s-,
die,Konfektion,kɔnfɛkˈt͡si̯oːn,Konfektionen,*,Kleidung
das,Designerkleid,diˈzaɪ̯nɐˌklaɪ̯t,Designerkleider,Komposita.kein,Kleidung
die,Qualität,ˌkvaliˈtɛːt,Qualitäten,Lehnwort.la,
die,Wahl,vaːl,Wahlen,de,
die,Farbe,ˈfaʁbə,Farben,de,
das,Gramm,ɡʁam,Gramme,Lehnwort.fr,
die,Tüte,ˈtyːtə,Tüten,de,
der/[das],Bonbon,bɔ̃ˈbɔ̃ː,Bonbons,Lehnwort.fr,Essen.Süßigkeiten
der,Strauß,ʃtʁaʊ̯s,Sträuße,de,
die,Blume,ˈbluːmə,Blumen,de,
der,Sportartikel,ˈʃpɔʁtʔaːʁˌtɪkl̩,Sportartikel,Komposita.kein,
die,Reise,ˈʁaɪ̯zə,Reisen,de,
das,Geschirr,ɡəˈʃɪʁ,Geschirre,de,Gastronomie:Werkzeug.Küche
das,Spielzeug,ˈʃpiːlˌt͡sɔɪ̯k,Spielzeuge,Komposita.kein,
die,Elektronik,elɛkˈtʁoːnɪk,-,Ableitung.-ik,
die,Eintrittskarte,ˈaɪ̯ntʁɪt͡sˌkaʁtə,Eintrittskarten,Komposita.-s-,
der,Eintritt,ˈaɪ̯nˌtʁɪt,Eintritte,Ableitung.implizite,
das,Bundesamt,ˈbʊndəsˌʔamt,Bundesämter,Komposita.-es-,
das,Gebrauchsgut,*,Gebrauchsgüter,Komposita.-s-,
der,Gebrauch,ɡəˈbʁaʊ̯x,Gebräuche,*,
das,Gut,ɡuːt,Güter,Ableitung.Konversion,
[der]/das,Bereich,bəˈʁaɪ̯ç,Bereiche,Ableitung.Konversion,
der,Skianzug,ˈʃiːʔanˌt͡suːk,Skianzüge,Komposita.kein,Kleidung
der,Stiefel,ˈʃtiːfl̩,Stiefel,de,Kleidung
das,Blau,blaʊ̯,Blau/Blaus,Ableitung.Konversion,Farbe
das,Rot,ʁoːt,Rot/Rots,Ableitung.Konversion,Farbe
das,Weiß,vaɪ̯s,-,Ableitung.Konversion,Farbe
das,Grau,ɡʁaʊ̯,Graus,Ableitung.Konversion,Farbe
das,Rosa,ˈʁoːza,Rosas,Ableitung.Konversion,Farbe
der,E-Reader,*,E-Reader,Lehnwort.en,
der,Friede,ˈfʁiːdn̩,Frieden,de,
das,Gepäck,ɡəˈpɛk,Gepäcke,de,
die,Sache,ˈzaxəj,Sachen,de,
das,Paar,paːɐ̯,Paare,Lehnwort.la,
das,Dokument,ˌdokuˈmɛnt,Dokumente,Lehnwort.la,
das,Telefongespräch,teləˈfoːnɡəˌʃpʁɛːç,Telefongespräche,Komposita.kein,
der,Mitarbeiter,ˈmɪtʔaʁˌbaɪ̯tɐ,Mitarbeiter,Ableitung.-er,Person.männlich
die,Kundin,ˈkʊndɪn,Kundinnen,Ableitung.-in,Person.weiblich
die,Kunde,ˈkʊndə,Kunden,de,Person.männlich
die,Technik,ˈtɛçnɪk,Techniken,Lehnwort.la,
der,Besprechungsraum,bəˈʃpʁɛçʊŋsˌʁaʊ̯m,Besprechungsräume,Komposita.-s-,
das,Protokoll,pʁotoˈkɔl,Protokolle,Lehnwort.la,
das,Referat,ʁefəˈʁaːt,Referate,Ableitung.-at:Lehnwort.la,
der,Hauptmann,ˈhaʊ̯ptˌman,Hauptmänner/Hauptleute,Ableitung.haupt-,Person.männlich
die,Genugtuung,ɡəˈnuːkˌtuːʊŋ,Genugtuungen,Ableitung.-ung,
die,Beanstandung,bəˈʔanʃtandʊŋ,Beanstandungen,Ableitung.-ung,
die,Internetverbindung,ˈɪntɐnɛtfɛɐ̯ˌbɪndʊŋ,Internetverbindungen,Komposita.kein,
die,Verbindung,fɛɐ̯ˈbɪndʊŋ,Verbindungen,Ableitung.-ung,
das,Kopierpapier,koˈpiːɐ̯paˌpiːɐ̯,Kopierpaiere,Komposita.kein,
das,Papier,paˈpiːɐ̯,Papiere,Lehnwort.la,
der,Geschäftspartner,ɡəˈʃɛft͡sˌpaʁtnɐ,Geschäftspartner,Komposita.-s-,
das,Experiment,ɛkspeʁiˈmɛnt,Experimente,Lehnwort.la,
das,Problem,pʁoˈbleːm,Probleme,Lehnwort.la,
[der]/das,Kundenservice,ˈkʊndn̩ˌsœːɐ̯vɪs,Kundenservices,Komposita.kein,
[der]/das,Service,ˈsœːɐ̯vɪs,Services,Lehnwort.en.la,
der,Kopierer,ˌkoˈpiːʁɐ,Kopierer,Ableitung.-er,
die,Reparatur,ʁepaʁaˈtuːɐ̯,Reparaturen,Lehnwort.la:Ableitung.-ung,
der,Monteur,mɔnˈtøːɐ̯,Monteure,Lehnwort.fr,Person.männlich
die,Waschmaschine,ˈvaʃmaˌʃiːnə,Waschmaschinen,Komposita.kein,Gegenstand.Haushaltsgerät
der,Geschirrspüler,ɡəˈʃɪʁˌʃpyːlɐ,Geschirrspüler,Komposita.kein,
der,Spüler,ˈʃpyːlɐ,Spüler,spülen,Person.männlich:umgangssprachlich
die,Spülerin,ˈʃpyːləʁɪn,Spülerinen,Ableitung.-in,Person.weiblich
der,Kühlschrank,ˈkyːlˌʃʁaŋk,Kühlshränke,Komposita.kein,
der,Schrank,ʃʁaŋk,Schränke,Ableitung.Konversion,Jägersprache:bildlich:umgangssprachlich
der,Internetanschluss,ˈɪntɐnɛtˌʔanʃlʊs,Internetanschlüsse,Komposita.kein,
der,Geburtstag,ɡəˈbuːɐ̯t͡sˌtaːk,Geburtstage,Komposita.-s-,
der,Beamer,ˈbiːmɐ,Beamer,*,
die,Regel,ˈʁeːɡl̩,Regeln,de,
die,Panne,ˈpanə,Pannen,Lehnwort.fr,
die,Atmosphäre,atmoˈsfɛːʁə,Atmosphären,Lehnwort.grc,
die,Arbeitsatmosphäre,ˈaʁbaɪ̯ʦʔatmoˌsfɛːʀə,Arbeitsatmosphären,Komposita.-s-,
der/[das],Gehalt,ɡəˈhalt,Gehälter,de,
die,Work-Life-Balance,vœːɐ̯klaɪ̯fˈbɛləns,-,Lehnwort.en,
